0, 0, -4.45353e-05, -0.597146, -0.800948, -0.997541, -0.0419893, -0.056121, -0.00179938, -0.62493, 0.499552
0, 1, -0.000101735, -0.579047, -0.813351, -0.995407, -0.0557511, -0.0778211, -0.00312253, -0.621804, 0.485401
0, 2, -0.000489769, -0.521861, -0.848383, -0.983435, -0.0962849, -0.153571, -0.00892744, -0.613295, 0.441689
0, 3, -0.000591292, -0.511964, -0.853898, -0.980431, -0.102866, -0.167853, -0.0101293, -0.612014, 0.434229
0, 4, -0.000964151, -0.481753, -0.869874, -0.969232, -0.122143, -0.213705, -0.0140708, -0.608427, 0.411562
0, 5, -0.0010363, -0.476649, -0.872453, -0.967013, -0.125274, -0.221793, -0.0147723, -0.607867, 0.407744
0, 6, -0.00126965, -0.461234, -0.880045, -0.959679, -0.134497, -0.246833, -0.0169447, -0.606252, 0.396223
0, 7, -0.00337723, -0.355794, -0.924992, -0.877367, -0.185767, -0.442401, -0.0332368, -0.598051, 0.31704
0, 8, -0.00450436, -0.307816, -0.941916, -0.815453, -0.199456, -0.543373, -0.0409943, -0.595781, 0.280214
0, 9, -0.00462945, -0.302499, -0.943667, -0.807433, -0.200466, -0.554856, -0.0418513, -0.59558, 0.276082
0, 10, -0.00630708, -0.223794, -0.966785, -0.65862, -0.200429, -0.725291, -0.0541787, -0.593659, 0.213252
0, 11, -0.00575887, -0.0743185, -0.995432, -0.236355, -0.100765, -0.966428, -0.0724347, -0.594099, 0.0796593
0, 12, -0.00259283, -0.0239707, -0.999469, -0.0755193, -0.0359823, -0.996495, -0.0753633, -0.594648, 0.0271834
0, 13, 0.00783876, 0.0446064, -0.997742, 0.136071, 0.0762165, -0.987763, 0.120296, 0.511525, 0.0560411
0, 14, 0.0137478, 0.0660998, -0.994598, 0.199181, 0.118012, -0.972831, 0.148279, 0.463672, 0.0866061
0, 15, 0.0198328, 0.082826, -0.990833, 0.247259, 0.153541, -0.956707, 0.174185, 0.421804, 0.112713
0, 16, 0.0232504, 0.0905933, -0.988581, 0.269335, 0.171161, -0.947714, 0.187769, 0.400674, 0.125726
0, 17, 0.024447, 0.0930937, -0.987776, 0.276415, 0.17701, -0.944596, 0.192387, 0.393611, 0.130057
0, 18, 0.093699, 0.155417, -0.937255, 0.460127, 0.388708, -0.798241, 0.393584, 0.13147, 0.290892
0, 19, 0.109219, 0.159663, -0.925803, 0.476842, 0.420151, -0.772072, 0.428171, 0.0936179, 0.31539
0, 20, 0.111933, 0.160233, -0.923804, 0.479363, 0.425336, -0.767659, 0.433957, 0.0874612, 0.319443
0, 21, 0.126049, 0.16251, -0.913431, 0.490885, 0.451024, -0.745392, 0.462905, 0.0573867, 0.339574
0, 22, 0.241573, 0.156377, -0.829544, 0.527158, 0.609396, -0.592235, 0.644987, -0.105133, 0.465934
0, 23, 0.319488, 0.140972, -0.773116, 0.522283, 0.686035, -0.506534, 0.72715, -0.162852, 0.529197
0, 24, 0.35689, 0.132294, -0.745788, 0.515397, 0.717476, -0.468609, 0.757318, -0.180986, 0.555829
